 858,  673,  992,  2104  ,839,  0,  0, 151 , 121 , 7 ,-11, -31 , -48 , -19 , 1036 ,-1100 ,-136 , -1001 
 855,  709,  1267,  2344  ,1132,  0,  0, 155 , 114 , 5 ,-13, -34 , -53 , 1 , 1054 ,-1134 ,-216 , -1013 
 876,  726,  1239,  2331  ,1221,  0,  0, 152 , 118 , 4 ,-6, -29 , -14 , -5 , 999 ,-1101 ,-346 , -964 
 858,  660,  856,  2097  ,830,  0,  0, 148 , 103 , 6 ,-19, -37 , -62 , 27 , 1063 ,-660 ,-282 , -950 
 866,  671,  944,  1893  ,1238,  0,  0, 152 , 66 , 7 ,-7, -58 , -50 , 4 , 1095 ,-809 ,-168 , -1042 
 878,  698,  1224,  2202  ,842,  0,  0, 152 , 137 , 5 ,-2, -11 , -18 , 9 , 983 ,-729 ,-112 , -1147 
 866,  677,  1006,  2178  ,874,  0,  0, 153 , 116 , 6 ,-10, -25 , -56 , -9 , 1060 ,-797 ,-100 , -1011 
 908,  1794,  1710,  1495  ,1211,  0,  0, 149 , 140 , 6 ,-1, -10 , -19 , 19 , 949 ,-741 ,-90 , -939 
 865,  670,  923,  2001  ,898,  0,  0, 156 , 110 , 5 ,-16, -35 , -59 , -44 , 1001 ,-687 ,-17 , -928 
 860,  664,  879,  2059  ,859,  0,  0, 155 , 104 , 6 ,-10, -38 , -52 , -12 , 983 ,-800 ,74 , -939 
 842,  654,  729,  1648  ,1503,  0,  0, 149 , 61 , 7 ,0, -61 , -51 , -18 , 986 ,-940 ,69 , -928 
 859,  677,  921,  2202  ,1056,  0,  0, 152 , 112 , 4 ,-26, -31 , -56 , -96 , 1014 ,-1095 ,-50 , -960 
 878,  963,  1414,  2337  ,1190,  0,  0, 152 , 131 , 4 ,-10, -20 , -26 , -13 , 982 ,-1096 ,-103 , -965 
 870,  706,  1240,  2258  ,979,  0,  0, 154 , 125 , 6 ,2, -33 , -23 , -32 , 992 ,-1115 ,-157 , -1009 
 859,  710,  1356,  2464  ,1284,  0,  0, 151 , 119 , 6 ,-2, -21 , -28 , 7 , 1103 ,-1139 ,-283 , -978 
 868,  701,  1020,  2101  ,947,  0,  0, 146 , 91 , 6 ,-7, -39 , 0 , -29 , 936 ,-929 ,-405 , -974 
 857,  675,  1294,  2128  ,1162,  0,  0, 156 , 123 , 5 ,-15, -27 , -67 , -27 , 1015 ,-705 ,-144 , -962 
 864,  669,  736,  1880  ,1036,  0,  0, 146 , 64 , 5 ,-8, -55 , -39 , -5 , 1022 ,-724 ,-186 , -1106 
 874,  670,  805,  2118  ,875,  0,  0, 158 , 129 , 7 ,0, -31 , -36 , -48 , 1000 ,-799 ,-105 , -1093 
 881,  1232,  1610,  1921  ,1146,  0,  0, 156 , 128 , 5 ,-4, -24 , -18 , -47 , 1010 ,-762 ,-101 , -966 
 871,  1179,  1122,  1738  ,876,  0,  0, 155 , 124 , 6 ,-1, -27 , -50 , -16 , 1008 ,-691 ,-71 , -937 
 868,  688,  1105,  2152  ,849,  0,  0, 158 , 98 , 7 ,-2, -39 , -35 , 20 , 947 ,-745 ,42 , -944 
 843,  658,  870,  2013  ,1169,  0,  0, 158 , 132 , 2 ,-9, -23 , -60 , 0 , 1048 ,-865 ,89 , -940 
 853,  648,  712,  1859  ,1083,  0,  0, 143 , 58 , 7 ,-2, -53 , -30 , -3 , 1042 ,-1044 ,0 , -957 
 881,  1233,  1775,  2215  ,1452,  0,  0, 154 , 136 , 3 ,-19, -14 , -41 , -27 , 1064 ,-1101 ,-84 , -971 
 872,  684,  935,  2121  ,858,  0,  0, 153 , 128 , 5 ,-19, -19 , -34 , -43 , 991 ,-1098 ,-130 , -989 
 860,  709,  1199,  2226  ,1199,  0,  0, 153 , 108 , 6 ,1, -36 , -40 , -56 , 1010 ,-1128 ,-224 , -1008 
 880,  735,  1267,  2288  ,1201,  0,  0, 155 , 115 , 5 ,-16, -35 , -37 , -47 , 1002 ,-1077 ,-360 , -963 
 866,  674,  989,  2128  ,839,  0,  0, 147 , 112 , 6 ,-6, -25 , -28 , -3 , 998 ,-651 ,-254 , -952 
 859,  650,  789,  1726  ,1381,  0,  0, 153 , 58 , 6 ,-16, -66 , -66 , 0 , 1052 ,-807 ,-181 , -1059 
 874,  696,  1271,  2200  ,852,  0,  0, 151 , 140 , 4 ,-10, -4 , -30 , 3 , 1053 ,-740 ,-106 , -1143 
 867,  681,  1068,  2201  ,1002,  0,  0, 155 , 117 , 5 ,-3, -26 , -21 , 26 , 982 ,-799 ,-108 , -1021 
 897,  1714,  1659,  1489  ,1162,  0,  0, 146 , 143 , 3 ,-18, -1 , -43 , 35 , 1061 ,-729 ,-93 , -947 
 841,  644,  806,  2094  ,842,  0,  0, 159 , 103 , 8 ,-8, -37 , -64 , -11 , 1022 ,-683 ,-15 , -936 
 868,  665,  867,  2085  ,856,  0,  0, 155 , 110 , 6 ,-8, -34 , -46 , -12 , 1002 ,-804 ,81 , -941 
 846,  657,  742,  1654  ,1443,  0,  0, 148 , 60 , 8 ,3, -72 , -48 , -110 , 957 ,-938 ,68 , -934 
 868,  738,  1311,  2370  ,1140,  0,  0, 152 , 111 , 4 ,-18, -29 , -30 , 4 , 1011 ,-1088 ,-56 , -959 
 868,  1091,  1530,  2179  ,1176,  0,  0, 150 , 131 , 6 ,-2, -12 , -23 , -18 , 1029 ,-1094 ,-113 , -984 
 871,  744,  1314,  2256  ,962,  0,  0, 156 , 125 , 3 ,-13, -22 , -43 , -3 , 1034 ,-1115 ,-167 , -1015 
 874,  731,  1390,  2452  ,1282,  0,  0, 152 , 124 , 5 ,-5, -27 , -30 , -16 , 1004 ,-1129 ,-293 , -989 
 861,  674,  866,  2099  ,942,  0,  0, 151 , 80 , 7 ,2, -46 , -4 , 14 , 936 ,-895 ,-402 , -975 
 868,  671,  990,  1938  ,1204,  0,  0, 155 , 121 , 5 ,-12, -30 , -44 , -10 , 1010 ,-726 ,-124 , -971 
 872,  684,  895,  2139  ,870,  0,  0, 147 , 82 , 5 ,-9, -42 , -29 , -7 , 1016 ,-709 ,-168 , -1128 
 875,  677,  894,  2152  ,866,  0,  0, 156 , 126 , 5 ,-10, -21 , -40 , 6 , 1058 ,-792 ,-100 , -1090 
 882,  1247,  1785,  2020  ,1159,  0,  0, 158 , 137 , 4 ,-10, -16 , -53 , -1 , 1067 ,-750 ,-104 , -965 
 861,  889,  1120,  2082  ,834,  0,  0, 156 , 113 , 7 ,4, -36 , -25 , -2 , 957 ,-694 ,-56 , -938 
 863,  660,  824,  2032  ,897,  0,  0, 157 , 107 , 8 ,0, -36 , -31 , -43 , 916 ,-743 ,53 , -940 
 865,  739,  1424,  2021  ,1307,  0,  0, 162 , 121 , 5 ,-22, -30 , -59 , -22 , 1017 ,-882 ,88 , -945 
 874,  676,  981,  1917  ,1100,  0,  0, 151 , 77 , 3 ,-22, -38 , -52 , 20 , 1087 ,-1069 ,-21 , -951 
 866,  1158,  1767,  2271  ,1460,  0,  0, 155 , 134 , 7 ,-1, -25 , -47 , -30 , 1029 ,-1089 ,-89 , -966 
 880,  700,  1012,  2222  ,864,  0,  0, 153 , 132 , 4 ,-19, -14 , -35 , 33 , 1042 ,-1096 ,-141 , -998 
 863,  703,  1236,  2388  ,1279,  0,  0, 155 , 112 , 7 ,-2, -36 , -58 , -14 , 1098 ,-1128 ,-246 , -1003 
 862,  687,  1057,  2191  ,1064,  0,  0, 152 , 93 , 6 ,-1, -47 , -55 , 6 , 1068 ,-995 ,-384 , -970 
 873,  674,  877,  2128  ,861,  0,  0, 155 , 136 , 3 ,-17, -8 , -37 , 48 , 1070 ,-661 ,-165 , -948 
 839,  639,  720,  1845  ,1188,  0,  0, 154 , 50 , 9 ,0, -70 , -55 , -27 , 1064 ,-764 ,-189 , -1091 
 877,  686,  1140,  2225  ,845,  0,  0, 159 , 145 , 4 ,-11, -13 , -39 , -5 , 1026 ,-765 ,-97 , -1122 
 873,  966,  1428,  2138  ,1270,  0,  0, 156 , 112 , 6 ,-2, -27 , -14 , -26 , 939 ,-763 ,-103 , -979 
 878,  1375,  1137,  1518  ,830,  0,  0, 146 , 129 , 6 ,-11, -19 , -47 , -30 , 1054 ,-707 ,-91 , -933 
 864,  671,  1006,  2177  ,870,  0,  0, 156 , 108 , 6 ,-20, -33 , -75 , 1 , 1086 ,-700 ,20 , -934 
 861,  670,  934,  2142  ,831,  0,  0, 156 , 129 , 5 ,-8, -15 , -50 , 28 , 1040 ,-839 ,90 , -946 
 845,  650,  711,  1662  ,1538,  0,  0, 145 , 42 , 7 ,-12, -62 , -55 , 30 , 1028 ,-978 ,39 , -942 
 873,  890,  1592,  2436  ,1280,  0,  0, 152 , 137 , 6 ,3, -12 , -24 , -3 , 1055 ,-1096 ,-66 , -965 
 872,  688,  1048,  2192  ,846,  0,  0, 153 , 118 , 7 ,-14, -27 , -39 , -65 , 1028 ,-1084 ,-129 , -987 
 869,  720,  1298,  2323  ,1078,  0,  0, 155 , 121 , 5 ,-17, -25 , -66 , -6 , 1057 ,-1114 ,-185 , -1018 
 878,  775,  1510,  2449  ,1184,  0,  0, 153 , 136 , 5 ,-11, -14 , -40 , 5 , 1072 ,-1117 ,-328 , -972 
 848,  654,  927,  2046  ,907,  0,  0, 148 , 79 , 7 ,5, -49 , -27 , -13 , 1038 ,-743 ,-363 , -974 
 865,  663,  928,  1840  ,1318,  0,  0, 156 , 85 , 6 ,-8, -52 , -31 , -20 , 1002 ,-785 ,-135 , -996 
 864,  686,  1125,  2212  ,836,  0,  0, 151 , 115 , 5 ,-5, -27 , -37 , 39 , 1034 ,-696 ,-129 , -1139 
 858,  679,  1135,  2223  ,838,  0,  0, 156 , 120 , 5 ,-14, -34 , -69 , -24 , 1012 ,-790 ,-103 , -1036 
 895,  1753,  1828,  1634  ,1276,  0,  0, 154 , 142 , 3 ,-9, -11 , -42 , 13 , 1097 ,-732 ,-96 , -947 
 858,  680,  1110,  2167  ,828,  0,  0, 158 , 114 , 7 ,-3, -38 , -58 , 7 , 1053 ,-681 ,-25 , -923 
 858,  660,  971,  2145  ,858,  0,  0, 158 , 106 , 6 ,-6, -40 , -34 , -45 , 1014 ,-793 ,73 , -944 
 847,  666,  745,  1968  ,1169,  0,  0, 149 , 79 , 7 ,0, -58 , -50 , -73 , 1004 ,-915 ,76 , -938 
 850,  654,  906,  2152  ,886,  0,  0, 152 , 104 , 6 ,0, -35 , -46 , -17 , 1032 ,-1076 ,-39 , -961 
 882,  1025,  1575,  2389  ,1256,  0,  0, 152 , 124 , 6 ,-10, -15 , -27 , 12 , 1042 ,-1086 ,-111 , -976 
 876,  690,  896,  2107  ,1046,  0,  0, 155 , 132 , 6 ,-9, -24 , -39 , -15 , 1005 ,-1104 ,-151 , -1000 
 878,  751,  1385,  2431  ,1198,  0,  0, 150 , 122 , 6 ,-5, -21 , -29 , -15 , 996 ,-1121 ,-275 , -999 
 873,  690,  959,  2140  ,1019,  0,  0, 152 , 84 , 6 ,-12, -55 , -17 , -23 , 1004 ,-943 ,-406 , -986 
 868,  672,  960,  2053  ,1031,  0,  0, 153 , 132 , 4 ,-12, -19 , -50 , -43 , 1002 ,-693 ,-124 , -952 
 867,  670,  784,  1823  ,1117,  0,  0, 151 , 55 , 6 ,-28, -62 , -54 , 0 , 1044 ,-720 ,-181 , -1107 
 880,  708,  1402,  2296  ,839,  0,  0, 159 , 140 , 4 ,-9, -24 , -39 , -29 , 1015 ,-782 ,-97 , -1096 
 874,  1120,  1570,  2014  ,1246,  0,  0, 155 , 122 , 5 ,-13, -18 , -38 , 22 , 1011 ,-762 ,-102 , -971 
 882,  1224,  1162,  1716  ,838,  0,  0, 156 , 134 , 5 ,-8, -16 , -42 , -14 , 1003 ,-695 ,-73 , -924 
 854,  661,  968,  2175  ,837,  0,  0, 159 , 92 , 7 ,-18, -42 , -50 , -41 , 1060 ,-727 ,41 , -937 
 846,  658,  872,  2002  ,1153,  0,  0, 159 , 135 , 3 ,-11, -15 , -58 , -2 , 1065 ,-858 ,92 , -939 
 870,  666,  746,  1765  ,1182,  0,  0, 141 , 58 , 6 ,-17, -52 , -34 , -29 , 1046 ,-1020 ,15 , -939 
 870,  1210,  1773,  2255  ,1504,  0,  0, 154 , 129 , 6 ,6, -19 , -20 , -12 , 1003 ,-1087 ,-83 , -963 
 872,  684,  989,  2208  ,849,  0,  0, 153 , 124 , 7 ,-5, -21 , -29 , 4 , 981 ,-1090 ,-136 , -986 
 868,  742,  1356,  2338  ,1121,  0,  0, 156 , 121 , 6 ,-6, -30 , -22 , -16 , 1032 ,-1137 ,-215 , -1008 
 879,  953,  1485,  2265  ,1049,  0,  0, 156 , 115 , 5 ,-13, -36 , -48 , 0 , 1067 ,-1075 ,-362 , -970 
 870,  684,  1172,  2228  ,828,  0,  0, 153 , 114 , 5 ,-19, -24 , -45 , -16 , 1011 ,-650 ,-263 , -954 
 881,  1166,  1574,  2146  ,850,  0,  0, 159 , 128 , 5 ,-7, -20 , -18 , -11 , 965 ,-699 ,-86 , -918 
 864,  689,  1215,  2204  ,854,  0,  0, 161 , 114 , 6 ,-7, -34 , -62 , -9 , 1016 ,-699 ,25 , -935 
 877,  685,  1066,  2144  ,832,  0,  0, 155 , 131 , 4 ,-12, -17 , -46 , -10 , 1019 ,-829 ,94 , -934 
 838,  651,  697,  1938  ,1233,  0,  0, 149 , 48 , 7 ,2, -66 , -32 , -20 , 969 ,-978 ,47 , -933 
 874,  1031,  1324,  2147  ,1431,  0,  0, 152 , 120 , 5 ,-13, -28 , -39 , -28 , 996 ,-1085 ,-61 , -953 
 875,  996,  1399,  2141  ,889,  0,  0, 155 , 139 , 6 ,-8, -14 , -26 , -14 , 1024 ,-1088 ,-119 , -977 
 868,  692,  1049,  2160  ,1074,  0,  0, 155 , 111 , 5 ,-21, -32 , -56 , -23 , 1075 ,-1127 ,-178 , -1005 
 888,  775,  1506,  2410  ,1226,  0,  0, 154 , 138 , 3 ,-27, -10 , -35 , -28 , 1066 ,-1106 ,-313 , -965 
 855,  661,  927,  2051  ,876,  0,  0, 150 , 79 , 8 ,14, -52 , -12 , -11 , 938 ,-744 ,-349 , -967 
 865,  730,  1284,  1872  ,1392,  0,  0, 158 , 93 , 7 ,-8, -51 , -44 , -62 , 1002 ,-779 ,-153 , -1011 
 880,  688,  951,  2156  ,860,  0,  0, 152 , 113 , 4 ,-22, -21 , -40 , 29 , 1042 ,-711 ,-121 , -1140 
 875,  685,  1003,  2148  ,860,  0,  0, 156 , 126 , 4 ,-25, -17 , -48 , -1 , 1047 ,-793 ,-100 , -1030 
 894,  1808,  1499,  1398  ,1291,  0,  0, 144 , 134 , 5 ,-11, -3 , -27 , 12 , 1011 ,-733 ,-92 , -949 
 869,  692,  1030,  2104  ,890,  0,  0, 157 , 109 , 8 ,-8, -39 , -33 , -59 , 971 ,-680 ,-33 , -923 
 860,  666,  891,  2102  ,851,  0,  0, 159 , 106 , 6 ,-20, -35 , -77 , 0 , 1102 ,-763 ,76 , -927 
 850,  663,  743,  1670  ,1370,  0,  0, 150 , 84 , 7 ,-7, -58 , -40 , -22 , 1010 ,-884 ,89 , -932 
 866,  673,  935,  2187  ,907,  0,  0, 151 , 108 , 5 ,-13, -31 , -16 , -20 , 1013 ,-1071 ,-24 , -953 
 866,  992,  1588,  2408  ,1294,  0,  0, 153 , 115 , 6 ,-2, -25 , -23 , -1 , 1022 ,-1075 ,-96 , -963 
 878,  698,  867,  2135  ,984,  0,  0, 154 , 142 , 5 ,-6, -12 , -25 , 26 , 1050 ,-1099 ,-147 , -1002 
 868,  720,  1348,  2318  ,1186,  0,  0, 152 , 111 , 7 ,8, -37 , -10 , -23 , 966 ,-1116 ,-264 , -983 
 872,  679,  1014,  2172  ,1053,  0,  0, 153 , 92 , 7 ,-3, -49 , -29 , -37 , 1009 ,-961 ,-387 , -963 
 880,  732,  1580,  2290  ,1006,  0,  0, 153 , 137 , 4 ,-14, -16 , -32 , 28 , 1033 ,-660 ,-160 , -953 
 855,  654,  706,  1771  ,1193,  0,  0, 148 , 53 , 8 ,-12, -67 , -60 , -5 , 1067 ,-735 ,-189 , -1100 
 889,  704,  1302,  2277  ,854,  0,  0, 158 , 134 , 5 ,-21, -16 , -48 , 9 , 1038 ,-766 ,-96 , -1107 
 880,  1097,  1386,  2036  ,1432,  0,  0, 154 , 112 , 5 ,-10, -21 , -42 , -1 , 1092 ,-768 ,-104 , -972 
 882,  1333,  1057,  1512  ,869,  0,  0, 144 , 128 , 4 ,1, -13 , -41 , -3 , 996 ,-691 ,-84 , -921 
 861,  663,  908,  2056  ,885,  0,  0, 156 , 97 , 8 ,-7, -44 , -79 , 11 , 1045 ,-701 ,33 , -931 
 874,  729,  1466,  2348  ,825,  0,  0, 155 , 137 , 4 ,5, -10 , 6 , -34 , 990 ,-851 ,92 , -936 
 857,  657,  782,  1684  ,1515,  0,  0, 151 , 49 , 6 ,-18, -72 , -56 , -22 , 1053 ,-998 ,32 , -932 
 875,  991,  1563,  2442  ,1354,  0,  0, 152 , 136 , 6 ,6, -11 , 5 , -9 , 934 ,-1088 ,-70 , -962 
 864,  676,  1034,  2215  ,834,  0,  0, 152 , 121 , 6 ,-1, -30 , -4 , -18 , 976 ,-1088 ,-135 , -980 
 854,  718,  1312,  2326  ,1101,  0,  0, 156 , 119 , 5 ,-6, -37 , -57 , -28 , 1010 ,-1122 ,-194 , -1013 
 882,  807,  1474,  2341  ,1262,  0,  0, 152 , 131 , 5 ,-7, -16 , -31 , 5 , 1044 ,-1091 ,-330 , -963 
 858,  668,  1023,  2159  ,828,  0,  0, 151 , 89 , 6 ,8, -40 , 8 , -13 , 922 ,-715 ,-310 , -958 
 863,  662,  892,  1796  ,1332,  0,  0, 154 , 72 , 7 ,-14, -56 , -38 , -17 , 1040 ,-802 ,-173 , -1044 
 884,  702,  1200,  2238  ,849,  0,  0, 156 , 132 , 5 ,0, -10 , -20 , 42 , 1052 ,-709 ,-111 , -1142 
 862,  676,  1065,  2199  ,829,  0,  0, 154 , 117 , 7 ,-5, -27 , -31 , 3 , 1176 ,-778 ,-105 , -1007 
 890,  1299,  1814,  2072  ,1153,  0,  0, 160 , 140 , 5 ,-9, -18 , -30 , 9 , 1017 ,-718 ,-104 , -933 
 857,  663,  1002,  2118  ,845,  0,  0, 157 , 122 , 7 ,0, -27 , -59 , -31 , 1044 ,-683 ,-4 , -931 
 867,  666,  872,  2118  ,840,  0,  0, 158 , 110 , 5 ,-17, -29 , -51 , 16 , 1056 ,-798 ,83 , -928 
 852,  665,  701,  1725  ,1395,  0,  0, 148 , 58 , 7 ,-11, -71 , -60 , -49 , 1034 ,-920 ,73 , -926 
 846,  681,  1008,  2246  ,1134,  0,  0, 154 , 116 , 5 ,-11, -20 , -52 , 20 , 1079 ,-1068 ,-48 , -957 
 878,  970,  1390,  2310  ,1038,  0,  0, 155 , 132 , 5 ,-4, -15 , -10 , 0 , 1010 ,-1084 ,-118 , -976 
 876,  696,  956,  2177  ,1056,  0,  0, 157 , 124 , 6 ,-10, -22 , -43 , 2 , 1045 ,-1110 ,-166 , -1009 
 882,  744,  1442,  2391  ,1298,  0,  0, 156 , 132 , 4 ,1, -20 , 12 , -55 , 934 ,-1121 ,-304 , -985 
 850,  653,  866,  2088  ,908,  0,  0, 152 , 78 , 8 ,-10, -52 , -61 , -41 , 1100 ,-835 ,-392 , -978 
 872,  752,  1477,  2013  ,1317,  0,  0, 157 , 118 , 6 ,-11, -32 , -44 , 6 , 1095 ,-743 ,-148 , -988 
 875,  682,  847,  2090  ,903,  0,  0, 148 , 87 , 5 ,-3, -39 , -26 , 44 , 1000 ,-702 ,-157 , -1141 
 875,  683,  1087,  2183  ,850,  0,  0, 158 , 133 , 5 ,-4, -16 , -29 , -6 , 981 ,-786 ,-97 , -1064 
 886,  1099,  1981,  2363  ,1069,  0,  0, 158 , 142 , 6 ,2, -15 , -7 , 12 , 961 ,-746 ,-105 , -952 
 857,  663,  1005,  2168  ,824,  0,  0, 158 , 109 , 8 ,-5, -39 , -71 , -2 , 1108 ,-679 ,-37 , -919 
 865,  665,  958,  1973  ,916,  0,  0, 159 , 100 , 7 ,-3, -37 , -46 , -11 , 982 ,-756 ,70 , -938 
 860,  673,  937,  1727  ,1473,  0,  0, 154 , 103 , 6 ,-15, -40 , -39 , -21 , 1023 ,-889 ,90 , -941 
 867,  666,  807,  2046  ,895,  0,  0, 151 , 91 , 4 ,-10, -36 , -29 , -8 , 976 ,-1062 ,-24 , -958 
 887,  1289,  1780,  2164  ,1491,  0,  0, 154 , 137 , 4 ,-22, -14 , -45 , -26 , 1068 ,-1084 ,-96 , -966 
 866,  701,  1108,  2217  ,857,  0,  0, 156 , 130 , 6 ,-12, -17 , -43 , -2 , 1077 ,-1093 ,-142 , -988 
 882,  776,  1329,  2337  ,1272,  0,  0, 156 , 109 , 4 ,-24, -33 , -48 , -11 , 1072 ,-1125 ,-258 , -988 
 874,  738,  1095,  2220  ,996,  0,  0, 154 , 100 , 6 ,-2, -39 , -20 , 9 , 987 ,-978 ,-385 , -964 
 868,  760,  1611,  2313  ,989,  0,  0, 158 , 135 , 7 ,12, -24 , -9 , -48 , 998 ,-673 ,-199 , -959 
 867,  664,  705,  1778  ,1143,  0,  0, 152 , 63 , 8 ,-8, -56 , -46 , -2 , 1050 ,-721 ,-186 , -1111 
 880,  918,  1648,  2359  ,854,  0,  0, 159 , 142 , 3 ,-13, -14 , -42 , 2 , 1055 ,-769 ,-95 , -1080 
 874,  1245,  1490,  1916  ,1338,  0,  0, 156 , 108 , 6 ,-15, -29 , -56 , -1 , 1080 ,-749 ,-103 , -954 
 885,  1203,  1010,  1632  ,920,  0,  0, 149 , 122 , 6 ,-1, -27 , -47 , -11 , 984 ,-689 ,-80 , -921 
 873,  688,  1126,  2136  ,880,  0,  0, 159 , 101 , 6 ,0, -49 , -35 , -63 , 918 ,-706 ,46 , -924 
 849,  671,  962,  2096  ,1142,  0,  0, 162 , 132 , 4 ,0, -25 , -39 , -28 , 1031 ,-847 ,91 , -932 
 868,  669,  808,  1995  ,1013,  0,  0, 145 , 58 , 6 ,-17, -62 , -39 , -21 , 1016 ,-1027 ,11 , -939 
 880,  1087,  1802,  2410  ,1378,  0,  0, 157 , 147 , 3 ,-8, -6 , -30 , 5 , 1043 ,-1089 ,-82 , -964 
 872,  682,  904,  2150  ,860,  0,  0, 156 , 126 , 4 ,-23, -19 , -50 , -25 , 1045 ,-1083 ,-139 , -992 
 864,  694,  1174,  2335  ,1311,  0,  0, 157 , 112 , 5 ,-8, -31 , -36 , 41 , 1029 ,-1117 ,-232 , -1013 
 891,  1201,  1607,  2286  ,947,  0,  0, 157 , 115 , 6 ,-16, -30 , -12 , -14 , 1014 ,-1038 ,-382 , -972 
 869,  691,  1286,  2266  ,827,  0,  0, 151 , 115 , 6 ,2, -28 , -16 , -8 , 1027 ,-651 ,-231 , -958 
 859,  660,  845,  1756  ,1336,  0,  0, 155 , 59 , 7 ,-11, -68 , -57 , -4 , 1038 ,-770 ,-195 , -1075 
 892,  738,  1345,  2225  ,876,  0,  0, 157 , 145 , 4 ,-2, -12 , -16 , 10 , 978 ,-747 ,-103 , -1131 
 852,  814,  1184,  2186  ,1255,  0,  0, 156 , 106 , 8 ,12, -36 , -27 , -28 , 1011 ,-768 ,-107 , -976 
 928,  1611,  1372,  1440  ,850,  0,  0, 159 , 147 , 5 ,-7, -12 , -47 , 8 , 975 ,-705 ,-84 , -934 
