 874,  683,  1131,  2241  ,846,  0,  0, 152 , 122 , 5 ,-15, -20 , -63 , 15 , 1075 ,-750 ,-109 , -1031 
 886,  1278,  1830,  2204  ,1458,  0,  0, 149 , 123 , 7 ,-11, -25 , -58 , -29 , 1044 ,-1042 ,-101 , -959 
 892,  726,  1264,  2269  ,861,  0,  0, 146 , 135 , 3 ,-7, -8 , -26 , -14 , 995 ,-1059 ,-162 , -986 
 885,  720,  1248,  2382  ,1321,  0,  0, 149 , 104 , 6 ,-23, -24 , -52 , -49 , 1042 ,-1086 ,-253 , -995 
 865,  689,  1083,  2335  ,1075,  0,  0, 149 , 92 , 6 ,-3, -46 , -45 , 26 , 1030 ,-967 ,-385 , -960 
 889,  701,  1227,  2272  ,846,  0,  0, 149 , 132 , 5 ,0, -9 , -5 , 2 , 973 ,-621 ,-214 , -949 
 861,  652,  690,  1737  ,1348,  0,  0, 147 , 53 , 7 ,-7, -70 , -62 , -10 , 1045 ,-721 ,-198 , -1081 
 890,  690,  1005,  2259  ,862,  0,  0, 152 , 139 , 3 ,-20, -3 , -48 , 32 , 1059 ,-706 ,-110 , -1125 
 880,  752,  1270,  2328  ,1182,  0,  0, 150 , 105 , 5 ,-16, -36 , -61 , 2 , 1066 ,-725 ,-113 , -986 
 889,  1476,  1669,  1718  ,864,  0,  0, 154 , 130 , 4 ,-3, -19 , -43 , 0 , 1028 ,-668 ,-106 , -926 
 882,  684,  954,  2169  ,860,  0,  0, 153 , 111 , 4 ,-22, -24 , -44 , 27 , 1020 ,-638 ,-4 , -920 
 876,  696,  1207,  2225  ,826,  0,  0, 151 , 116 , 6 ,8, -34 , -22 , -42 , 979 ,-775 ,75 , -933 
 876,  678,  822,  1690  ,1538,  0,  0, 149 , 58 , 6 ,5, -68 , -38 , -5 , 994 ,-912 ,47 , -923 
 870,  856,  1338,  2381  ,1287,  0,  0, 149 , 113 , 5 ,-12, -23 , -48 , -44 , 1000 ,-1033 ,-70 , -951 
 880,  1091,  1449,  2042  ,1062,  0,  0, 148 , 135 , 5 ,0, -16 , -33 , -66 , 1007 ,-1047 ,-119 , -960 
 889,  716,  1175,  2299  ,1055,  0,  0, 152 , 117 , 6 ,-17, -27 , -31 , 4 , 1022 ,-1067 ,-173 , -1000 
 889,  770,  1502,  2427  ,1195,  0,  0, 148 , 127 , 6 ,-9, -20 , -38 , -8 , 1002 ,-1074 ,-306 , -969 
 849,  640,  818,  2174  ,918,  0,  0, 147 , 76 , 8 ,-13, -54 , -75 , -8 , 1118 ,-851 ,-402 , -961 
 880,  700,  1413,  2145  ,1277,  0,  0, 152 , 121 , 6 ,2, -18 , -12 , -3 , 971 ,-665 ,-164 , -954 
 875,  675,  813,  1992  ,986,  0,  0, 144 , 64 , 5 ,-8, -47 , -17 , -7 , 995 ,-679 ,-186 , -1113 
 887,  684,  1036,  2224  ,858,  0,  0, 152 , 133 , 5 ,-3, -12 , -36 , -6 , 1006 ,-746 ,-110 , -1073 
 894,  1242,  1560,  1934  ,1322,  0,  0, 150 , 116 , 6 ,-16, -23 , -47 , -17 , 981 ,-706 ,-113 , -952 
 890,  1238,  1149,  1693  ,854,  0,  0, 152 , 127 , 5 ,0, -26 , -56 , -32 , 1027 ,-647 ,-88 , -923 
 868,  658,  754,  1459  ,1610,  0,  0, 146 , 36 , 6 ,-11, -77 , -76 , 14 , 1061 ,-949 ,17 , -930 
 882,  1280,  1933,  2113  ,1644,  0,  0, 147 , 133 , 5 ,0, -10 , -23 , -40 , 1027 ,-1042 ,-83 , -947 
 882,  722,  1162,  2235  ,855,  0,  0, 147 , 118 , 6 ,-24, -21 , -64 , -8 , 1055 ,-1039 ,-128 , -965 
 878,  709,  1217,  2309  ,1128,  0,  0, 149 , 117 , 5 ,4, -25 , -8 , -8 , 992 ,-1072 ,-201 , -994 
 886,  774,  1452,  2482  ,1168,  0,  0, 147 , 132 , 5 ,-12, -19 , -42 , -23 , 1080 ,-1065 ,-334 , -958 
 877,  673,  881,  2166  ,851,  0,  0, 144 , 80 , 5 ,-35, -36 , -57 , 19 , 1041 ,-705 ,-380 , -952 
 866,  660,  920,  1928  ,1276,  0,  0, 151 , 86 , 6 ,-8, -50 , -59 , 3 , 1053 ,-727 ,-145 , -986 
 882,  691,  1018,  2212  ,855,  0,  0, 145 , 98 , 5 ,-13, -34 , -39 , -37 , 1009 ,-660 ,-147 , -1126 
 879,  681,  1080,  2176  ,855,  0,  0, 152 , 118 , 5 ,-19, -22 , -56 , 44 , 1057 ,-744 ,-108 , -1039 
 896,  1504,  1616,  1650  ,1302,  0,  0, 149 , 133 , 5 ,-11, -10 , -26 , -2 , 1026 ,-668 ,-127 , -940 
 795,  881,  1097,  2017  ,726,  0,  0, 95 , 75 , 5 ,-4, -16 , -119 , 13 , 1018 ,-482 ,-143 , -1029 
 735,  544,  704,  2138  ,696,  0,  0, 51 , 37 , 7 ,-12, -16 , -157 , -10 , 990 ,-476 ,-35 , -1081 
 882,  669,  713,  2032  ,909,  0,  0, 78 , 55 , 4 ,0, -24 , -37 , -41 , 874 ,-639 ,-10 , -931 
 894,  701,  969,  2172  ,867,  0,  0, 151 , 111 , 5 ,-27, -26 , -46 , -36 , 1046 ,-763 ,75 , -927 
 857,  673,  707,  2037  ,1079,  0,  0, 142 , 56 , 6 ,-4, -61 , -31 , -90 , 990 ,-886 ,59 , -923 
 855,  673,  1193,  2308  ,1022,  0,  0, 146 , 111 , 7 ,4, -33 , -27 , -37 , 966 ,-1029 ,-59 , -945 
 892,  1288,  1662,  2047  ,1324,  0,  0, 148 , 123 , 6 ,-20, -11 , -19 , -13 , 1027 ,-1036 ,-112 , -960 
 884,  714,  1201,  2278  ,998,  0,  0, 149 , 128 , 5 ,-15, -13 , -43 , -6 , 1052 ,-1063 ,-157 , -988 
 884,  782,  1403,  2487  ,1201,  0,  0, 146 , 110 , 6 ,0, -22 , 3 , -20 , 913 ,-1082 ,-282 , -982 
 879,  714,  1020,  2218  ,1001,  0,  0, 146 , 89 , 7 ,-22, -35 , -52 , -20 , 1027 ,-897 ,-399 , -961 
 878,  684,  1117,  2240  ,986,  0,  0, 147 , 130 , 5 ,-8, -20 , -42 , -11 , 1004 ,-656 ,-171 , -957 
 869,  673,  804,  2088  ,971,  0,  0, 144 , 47 , 8 ,-13, -57 , -23 , 3 , 983 ,-687 ,-191 , -1093 
 897,  688,  858,  2168  ,874,  0,  0, 153 , 132 , 5 ,-16, -17 , -44 , 2 , 1040 ,-673 ,-143 , -1059 
 840,  640,  981,  2211  ,946,  0,  0, 113 , 93 , 5 ,-9, -21 , -52 , -63 , 1008 ,-442 ,-324 , -964 
 890,  1940,  1486,  1169  ,1364,  0,  0, 109 , 107 , 3 ,-14, 0 , -38 , -1 , 1049 ,-366 ,-336 , -879 
 857,  710,  848,  2099  ,848,  0,  0, 123 , 81 , 6 ,-9, -37 , -55 , -35 , 1010 ,-289 ,-327 , -843 
 869,  679,  1030,  2121  ,850,  0,  0, 131 , 79 , 5 ,-15, -33 , -33 , -12 , 1064 ,-244 ,-216 , -806 
 879,  789,  1397,  2273  ,825,  0,  0, 129 , 104 , 4 ,-7, -14 , -34 , -5 , 1062 ,-313 ,-180 , -713 
 893,  919,  1114,  1792  ,1331,  0,  0, 123 , 50 , 5 ,-6, -54 , -32 , -14 , 1008 ,-417 ,-172 , -673 
 871,  674,  946,  2166  ,867,  0,  0, 114 , 89 , 4 ,-18, -12 , -20 , 40 , 1048 ,-472 ,-286 , -597 
 904,  1754,  2357,  1973  ,1668,  0,  0, 111 , 88 , 4 ,-10, -18 , -17 , -21 , 1067 ,-456 ,-382 , -532 
 886,  707,  950,  2113  ,874,  0,  0, 106 , 91 , 6 ,-9, -13 , -22 , 50 , 1035 ,-406 ,-373 , -482 
 907,  726,  983,  2288  ,1114,  0,  0, 111 , 84 , 4 ,-5, -26 , -19 , 3 , 1035 ,-394 ,-359 , -383 
 903,  756,  1383,  2388  ,1263,  0,  0, 108 , 87 , 3 ,-10, -10 , 8 , 17 , 1031 ,-342 ,-581 , -149 
 896,  688,  713,  2026  ,1074,  0,  0, 87 , 33 , 4 ,-7, -39 , -7 , 58 , 1039 ,-302 ,-1044 , 316 
 899,  701,  695,  1982  ,912,  0,  0, 75 , 33 , 5 ,-8, -33 , -10 , 46 , 1030 ,-418 ,-1298 , -126 
 932,  744,  978,  2178  ,925,  0,  0, 84 , 73 , 4 ,-8, -9 , -4 , 19 , 1030 ,-630 ,-1321 , -426 
 916,  728,  1029,  2166  ,901,  0,  0, 99 , 87 , 4 ,-9, -12 , 4 , -6 , 1030 ,-751 ,-1320 , -321 
 936,  736,  906,  2111  ,928,  0,  0, 82 , 53 , 3 ,-12, -21 , 0 , -13 , 1023 ,-876 ,-1319 , -207 
 948,  1405,  2028,  2152  ,1378,  0,  0, 97 , 83 , 3 ,-9, -13 , 5 , 2 , 1027 ,-888 ,-1300 , -181 
 1002,  1864,  1040,  838  ,864,  0,  0, 49 , 55 , 4 ,-8, 3 , 7 , -12 , 1049 ,-883 ,-1277 , -133 
 918,  856,  1023,  1950  ,1026,  0,  0, 74 , 51 , 4 ,-4, -16 , -24 , 9 , 1016 ,-906 ,-1246 , 9 
 918,  716,  805,  2053  ,922,  0,  0, 86 , 68 , 3 ,-9, -17 , -18 , -12 , 1017 ,-950 ,-1160 , -118 
 937,  725,  730,  1839  ,1053,  0,  0, 78 , 41 , 4 ,-7, -27 , -6 , -10 , 1027 ,-1058 ,-1069 , -77 
 918,  716,  807,  2087  ,922,  0,  0, 84 , 62 , 4 ,-8, -15 , 1 , -19 , 1019 ,-1209 ,-981 , -229 
 915,  740,  1042,  2119  ,1187,  0,  0, 95 , 82 , 2 ,-6, -13 , -7 , -6 , 1018 ,-1273 ,-971 , -214 
 861,  703,  663,  1666  ,1717,  0,  0, 25 , 0 , 4 ,-9, -16 , -15 , -20 , 1030 ,-1502 ,-926 , 77 
 